"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"13113",20103,"Morera","10/08/2011 10:42","Alto (> 8 mts)",180,"Grande",-68.83299,-32.86572,4,"Cuarta Oeste",1173333,1
"13114",20105,"Olmo comun","10/08/2011 10:36","Medio (4 - 8 mts)",112,"Grande",-68.83303,-32.86595,4,"Cuarta Oeste",1173333,0
"13115",20106,"Morera","10/08/2011 10:32","Medio (4 - 8 mts)",145,"Grande",-68.83305,-32.86601,4,"Cuarta Oeste",1173333,0
"13116",20107,"Morera","10/08/2011 10:30","Alto (> 8 mts)",190,"Grande",-68.83308,-32.86612,4,"Cuarta Oeste",1173333,0
"13119",20113,"Morera","09/08/2011 12:49","Medio (4 - 8 mts)",87,"Grande",-68.83339,-32.86655,4,"Cuarta Oeste",1173333,1
"13121",20116,"Pltano","09/08/2011 12:36","Alto (> 8 mts)",280,"Grande",-68.8337,-32.86648,4,"Cuarta Oeste",1173333,1
"13122",20117,"Fresno americano","09/08/2011 12:28","Medio (4 - 8 mts)",30,"Mediano",-68.83387,-32.86645,4,"Cuarta Oeste",1173333,0
"13123",20118,"Paraiso","09/08/2011 12:25","Alto (> 8 mts)",130,"Grande",-68.83399,-32.86643,4,"Cuarta Oeste",1173333,0
"13124",20120,"Morera","09/08/2011 12:16","Alto (> 8 mts)",118,"Grande",-68.83419,-32.86639,4,"Cuarta Oeste",1173333,1
"13125",20122,"Morera","09/08/2011 12:10","Alto (> 8 mts)",145,"Grande",-68.83436,-32.86629,4,"Cuarta Oeste",1173333,1
"13126",20123,"Morera","09/08/2011 12:08","Alto (> 8 mts)",155,"Grande",-68.83434,-32.86622,4,"Cuarta Oeste",1173333,0
"13127",20124,"Morera","04/08/2011 11:54","Alto (> 8 mts)",200,"Grande",-68.90192,-32.88929,11,"San Agustín",6853531,0
"13129",20127,"Morera","16/05/2011 11:18","Alto (> 8 mts)",135,"Grande",-68.86194,-32.89147,5,"Residencial Sur",2423809,0
"13130",20128,"Morera","16/05/2011 11:16","Alto (> 8 mts)",150,"Grande",-68.86183,-32.89146,5,"Residencial Sur",2423809,1
"13131",20129,"Jacarand","16/05/2011 11:14","Alto (> 8 mts)",30,"Mediano",-68.86175,-32.89146,5,"Residencial Sur",2423809,0
"13132",20130,"Jacarand","16/05/2011 11:13","Alto (> 8 mts)",40,"Mediano",-68.86164,-32.89146,5,"Residencial Sur",2423809,0
"13133",20131,"Jacarand","16/05/2011 11:11","Alto (> 8 mts)",20,"Chico",-68.86158,-32.89146,5,"Residencial Sur",2423809,0
"13137",20137,"Pltano","16/05/2011 10:49","Alto (> 8 mts)",140,"Grande",-68.86099,-32.89126,5,"Residencial Sur",2423809,0
"13138",20138,"Pltano","16/05/2011 10:48","Alto (> 8 mts)",140,"Grande",-68.86107,-32.89125,5,"Residencial Sur",2423809,0
"13139",20140,"Pltano","16/05/2011 10:44","Alto (> 8 mts)",98,"Grande",-68.86131,-32.8912,5,"Residencial Sur",2423809,0
"13140",20141,"Pltano","16/05/2011 10:42","Alto (> 8 mts)",150,"Grande",-68.86137,-32.89119,5,"Residencial Sur",2423809,0
"13141",20142,"Pltano","16/05/2011 10:40","Alto (> 8 mts)",170,"Grande",-68.86143,-32.89117,5,"Residencial Sur",2423809,0
"13142",20144,"Morera","16/05/2011 10:36","Medio (4 - 8 mts)",128,"Grande",-68.86158,-32.89115,5,"Residencial Sur",2423809,1
"13143",20145,"Fresno europeo","16/05/2011 10:32","Medio (4 - 8 mts)",68,"Grande",-68.86165,-32.89113,5,"Residencial Sur",2423809,1
"13144",20147,"Pltano","16/05/2011 10:25","Muy bajo (1 - 2 mts)",10,"Chico",-68.86184,-32.8911,5,"Residencial Sur",2423809,0
"13145",20148,"lamo criollo","16/05/2011 10:24","Alto (> 8 mts)",185,"Grande",-68.8619,-32.89109,5,"Residencial Sur",2423809,0
"13146",20150,"Morera","16/05/2011 10:21","Medio (4 - 8 mts)",48,"Mediano",-68.86205,-32.89122,5,"Residencial Sur",2423809,0
"13147",20151,"lamo criollo","16/05/2011 10:18","Alto (> 8 mts)",220,"Grande",-68.86207,-32.89131,5,"Residencial Sur",2423809,0
"13148",20154,"Fresno europeo","13/05/2011 10:17","Alto (> 8 mts)",106,"Grande",-68.85902,-32.89171,5,"Residencial Sur",2423809,0
"13151",20159,"Fresno europeo","13/05/2011 10:06","Alto (> 8 mts)",110,"Grande",-68.85902,-32.8921,5,"Residencial Sur",2423809,0
"13152",20160,"Morera","13/05/2011 10:04","Alto (> 8 mts)",168,"Grande",-68.85901,-32.89216,5,"Residencial Sur",2423809,1
"13153",20162,"Fresno europeo","13/05/2011 10:01","Alto (> 8 mts)",132,"Grande",-68.85901,-32.89234,5,"Residencial Sur",2423809,0
"13154",20164,"Fresno europeo","13/05/2011 09:56","Alto (> 8 mts)",115,"Grande",-68.85907,-32.89247,5,"Residencial Sur",2423809,0
"13157",20168,"Fresno europeo","13/05/2011 09:48","Medio (4 - 8 mts)",90,"Grande",-68.85941,-32.89248,5,"Residencial Sur",2423809,0
"13158",20169,"Fresno europeo","13/05/2011 09:45","Medio (4 - 8 mts)",70,"Grande",-68.85952,-32.89249,5,"Residencial Sur",2423809,0
"13162",20175,"Fresno europeo","13/05/2011 09:33","Medio (4 - 8 mts)",57,"Mediano",-68.86,-32.89251,5,"Residencial Sur",2423809,0
"13163",20176,"Fresno europeo","13/05/2011 09:32","Alto (> 8 mts)",93,"Grande",-68.86009,-32.89252,5,"Residencial Sur",2423809,0
"13166",20179,"Morera","12/05/2011 11:40","Alto (> 8 mts)",132,"Grande",-68.86034,-32.89236,5,"Residencial Sur",2423809,0
"13169",20184,"Pltano","12/05/2011 11:08","Alto (> 8 mts)",220,"Grande",-68.86035,-32.89162,5,"Residencial Sur",2423809,0
"13171",20186,"Morera","12/05/2011 10:59","Alto (> 8 mts)",90,"Grande",-68.86029,-32.89142,5,"Residencial Sur",2423809,1
"13174",20191,"Pltano","12/05/2011 10:49","Alto (> 8 mts)",220,"Grande",-68.85988,-32.89149,5,"Residencial Sur",2423809,0
"13175",20192,"Pltano","12/05/2011 10:45","Medio (4 - 8 mts)",115,"Grande",-68.85966,-32.89152,5,"Residencial Sur",2423809,0
"13176",20195,"Pltano","12/05/2011 10:36","Alto (> 8 mts)",160,"Grande",-68.85935,-32.89157,5,"Residencial Sur",2423809,0
"13177",20196,"Pltano","12/05/2011 10:34","Alto (> 8 mts)",180,"Grande",-68.85927,-32.89159,5,"Residencial Sur",2423809,0
"13179",20201,"Morera","26/05/2011 13:34","Alto (> 8 mts)",115,"Grande",-68.85943,-32.89476,5,"Residencial Sur",2423809,0
"13180",20202,"Fresno europeo","26/05/2011 13:32","Medio (4 - 8 mts)",65,"Grande",-68.85954,-32.89475,5,"Residencial Sur",2423809,0
"13181",20206,"Fresno europeo","26/05/2011 13:23","Medio (4 - 8 mts)",80,"Grande",-68.85999,-32.89467,5,"Residencial Sur",2423809,0
"13182",20207,"Fresno europeo","26/05/2011 13:19","Medio (4 - 8 mts)",85,"Grande",-68.86007,-32.89465,5,"Residencial Sur",2423809,0
"13184",20209,"Fresno europeo","24/05/2011 13:53","Alto (> 8 mts)",90,"Grande",-68.86031,-32.89461,5,"Residencial Sur",2423809,0
"13185",20210,"Fresno europeo","24/05/2011 13:52","Medio (4 - 8 mts)",100,"Grande",-68.86038,-32.8946,5,"Residencial Sur",2423809,0
"13186",20211,"Morera","24/05/2011 13:50","Alto (> 8 mts)",140,"Grande",-68.86056,-32.89452,5,"Residencial Sur",2423809,0
"13188",20215,"Olmo bola","26/05/2011 13:14","Medio (4 - 8 mts)",72,"Grande",-68.86053,-32.89432,5,"Residencial Sur",2423809,0
"13189",20219,"Morera","26/05/2011 13:02","Alto (> 8 mts)",160,"Grande",-68.86048,-32.89393,5,"Residencial Sur",2423809,1
"13190",20220,"Morera","26/05/2011 12:48","Medio (4 - 8 mts)",110,"Grande",-68.86047,-32.89389,5,"Residencial Sur",2423809,1
"13191",20221,"Morera","26/05/2011 12:46","Medio (4 - 8 mts)",120,"Grande",-68.86047,-32.89386,5,"Residencial Sur",2423809,0
"13192",20222,"Morera","26/05/2011 12:45","Alto (> 8 mts)",125,"Grande",-68.86046,-32.89382,5,"Residencial Sur",2423809,1
"13193",20224,"Morera","26/05/2011 12:40","Alto (> 8 mts)",74,"Grande",-68.86044,-32.89373,5,"Residencial Sur",2423809,1
"13194",20225,"Morera","26/05/2011 12:39","Alto (> 8 mts)",90,"Grande",-68.86043,-32.89365,5,"Residencial Sur",2423809,0
"13195",20227,"Morera","26/05/2011 12:36","Alto (> 8 mts)",105,"Grande",-68.86036,-32.89361,5,"Residencial Sur",2423809,0
"13198",20233,"Pltano","26/05/2011 12:23","Alto (> 8 mts)",120,"Grande",-68.86,-32.89368,5,"Residencial Sur",2423809,0
"13200",20236,"Morera","26/05/2011 12:06","Bajo (2 - 4 mts)",51,"Mediano",-68.85956,-32.89375,5,"Residencial Sur",2423809,1
"13201",20238,"Fresno europeo","26/05/2011 12:03","Medio (4 - 8 mts)",80,"Grande",-68.85947,-32.89377,5,"Residencial Sur",2423809,0
"13203",20243,"Pltano","26/05/2011 11:32","Alto (> 8 mts)",145,"Grande",-68.8591,-32.89384,5,"Residencial Sur",2423809,0
"13204",20245,"Fresno europeo","26/05/2011 09:08","Medio (4 - 8 mts)",84,"Grande",-68.85903,-32.89408,5,"Residencial Sur",2423809,0
"13205",20251,"Fresno europeo","26/05/2011 09:00","Alto (> 8 mts)",140,"Grande",-68.85905,-32.89456,5,"Residencial Sur",2423809,0
"13206",20252,"Fresno europeo","26/05/2011 08:58","Bajo (2 - 4 mts)",42,"Mediano",-68.85907,-32.89471,5,"Residencial Sur",2423809,0
"13207",20253,"Pltano","26/05/2011 08:56","Alto (> 8 mts)",150,"Grande",-68.85908,-32.89478,5,"Residencial Sur",2423809,0
"13208",20254,"Fresno europeo","17/05/2011 10:31","Medio (4 - 8 mts)",78,"Grande",-68.86019,-32.89261,5,"Residencial Sur",2423809,0
"13209",20256,"Fresno europeo","17/05/2011 10:27","Alto (> 8 mts)",100,"Grande",-68.86003,-32.8926,5,"Residencial Sur",2423809,0
"13210",20257,"Paraiso","17/05/2011 10:26","Alto (> 8 mts)",155,"Grande",-68.85986,-32.89259,5,"Residencial Sur",2423809,0
"13211",20258,"Paraiso","17/05/2011 10:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.85976,-32.89259,5,"Residencial Sur",2423809,0
"13212",20259,"Fresno europeo","17/05/2011 10:23","Alto (> 8 mts)",140,"Grande",-68.85967,-32.89259,5,"Residencial Sur",2423809,0
"13213",20261,"Fresno europeo","17/05/2011 10:21","Alto (> 8 mts)",135,"Grande",-68.8595,-32.89258,5,"Residencial Sur",2423809,0
"13214",20262,"Morera","17/05/2011 10:20","Alto (> 8 mts)",132,"Grande",-68.85943,-32.89257,5,"Residencial Sur",2423809,0
"13216",20264,"Olmo comun","17/05/2011 13:33","Alto (> 8 mts)",90,"Grande",-68.859,-32.89281,5,"Residencial Sur",2423809,0
"13217",20266,"Olmo comun","17/05/2011 13:29","Bajo (2 - 4 mts)",60,"Mediano",-68.85901,-32.89297,5,"Residencial Sur",2423809,0
"13218",20268,"Morera","17/05/2011 13:26","Alto (> 8 mts)",150,"Grande",-68.85901,-32.89305,5,"Residencial Sur",2423809,1
"13219",20269,"Morera","17/05/2011 13:19","Medio (4 - 8 mts)",100,"Grande",-68.85901,-32.89311,5,"Residencial Sur",2423809,1
"13221",20275,"Fresno americano","16/05/2011 11:47","Medio (4 - 8 mts)",80,"Grande",-68.85902,-32.89356,5,"Residencial Sur",2423809,0
"13222",20276,"Fresno americano","16/05/2011 11:50","Medio (4 - 8 mts)",85,"Grande",-68.85902,-32.89368,5,"Residencial Sur",2423809,0
"13223",20277,"Pltano","16/05/2011 11:51","Alto (> 8 mts)",160,"Grande",-68.8592,-32.8937,5,"Residencial Sur",2423809,0
"13224",20279,"Morera","17/05/2011 10:13","Alto (> 8 mts)",110,"Grande",-68.85933,-32.89367,5,"Residencial Sur",2423809,0
"13225",20280,"Morera","17/05/2011 10:12","Alto (> 8 mts)",110,"Grande",-68.8594,-32.89366,5,"Residencial Sur",2423809,0
"13226",20281,"Fresno americano","17/05/2011 10:10","Bajo (2 - 4 mts)",31,"Mediano",-68.85949,-32.89364,5,"Residencial Sur",2423809,0
"13227",20283,"Morera","17/05/2011 10:08","Bajo (2 - 4 mts)",32,"Mediano",-68.85965,-32.89361,5,"Residencial Sur",2423809,0
"13229",20286,"Caducifolio","17/05/2011 10:00","Alto (> 8 mts)",230,"Grande",-68.86003,-32.89355,5,"Residencial Sur",2423809,0
"13230",20287,"Morera","17/05/2011 09:57","Alto (> 8 mts)",100,"Grande",-68.86008,-32.89354,5,"Residencial Sur",2423809,1
"13231",20288,"Morera","17/05/2011 09:55","Alto (> 8 mts)",150,"Grande",-68.8602,-32.89352,5,"Residencial Sur",2423809,0
"13232",20290,"Acer","17/05/2011 09:53","Medio (4 - 8 mts)",54,"Mediano",-68.86038,-32.89345,5,"Residencial Sur",2423809,0
"13233",20292,"Acacia SP","17/05/2011 09:49","Bajo (2 - 4 mts)",33,"Mediano",-68.86037,-32.89331,5,"Residencial Sur",2423809,0
"13234",20293,"Acacia SP","17/05/2011 09:45","Alto (> 8 mts)",94,"Grande",-68.86036,-32.89325,5,"Residencial Sur",2423809,0
"13235",20294,"Acacia SP","17/05/2011 09:42","Bajo (2 - 4 mts)",30,"Mediano",-68.86036,-32.89321,5,"Residencial Sur",2423809,0
"13236",20295,"Acacia SP","17/05/2011 09:43","Alto (> 8 mts)",140,"Grande",-68.86035,-32.89316,5,"Residencial Sur",2423809,0
"13239",20302,"Fresno europeo","16/05/2011 09:56","Alto (> 8 mts)",115,"Grande",-68.86045,-32.89254,5,"Residencial Sur",2423809,0
"13240",20303,"Fresno europeo","16/05/2011 09:55","Alto (> 8 mts)",84,"Grande",-68.86054,-32.89254,5,"Residencial Sur",2423809,0
"13241",20304,"Fresno americano","16/05/2011 09:53","Alto (> 8 mts)",150,"Grande",-68.86065,-32.89255,5,"Residencial Sur",2423809,0
"13242",20306,"Morera","16/05/2011 09:50","Alto (> 8 mts)",97,"Grande",-68.86082,-32.89255,5,"Residencial Sur",2423809,0
"13243",20307,"Morera","16/05/2011 09:47","Medio (4 - 8 mts)",103,"Grande",-68.86093,-32.89256,5,"Residencial Sur",2423809,1
"13244",20308,"Morera","16/05/2011 09:45","Alto (> 8 mts)",76,"Grande",-68.86099,-32.89256,5,"Residencial Sur",2423809,0
"13247",20314,"Fresno europeo","16/05/2011 09:32","Alto (> 8 mts)",106,"Grande",-68.86143,-32.89258,5,"Residencial Sur",2423809,0
"13248",20315,"Jacarand","16/05/2011 09:33","Medio (4 - 8 mts)",38,"Mediano",-68.86151,-32.89258,5,"Residencial Sur",2423809,0
"13249",20317,"Paraiso","16/05/2011 09:22","Alto (> 8 mts)",165,"Grande",-68.86187,-32.8926,5,"Residencial Sur",2423809,1
"13250",20318,"Paraiso","16/05/2011 09:20","Alto (> 8 mts)",160,"Grande",-68.86194,-32.8926,5,"Residencial Sur",2423809,0
"13251",20319,"Morera","16/05/2011 09:19","Alto (> 8 mts)",140,"Grande",-68.86204,-32.8926,5,"Residencial Sur",2423809,1
"13252",20321,"Olmo comun","16/05/2011 09:15","Alto (> 8 mts)",115,"Grande",-68.86221,-32.89261,5,"Residencial Sur",2423809,0
"13253",20322,"Morera","16/05/2011 09:14","Alto (> 8 mts)",104,"Grande",-68.86227,-32.89262,5,"Residencial Sur",2423809,0
"13254",20323,"lamo criollo","16/05/2011 09:12","Alto (> 8 mts)",140,"Grande",-68.86231,-32.89254,5,"Residencial Sur",2423809,0
"13256",20327,"lamo criollo","13/05/2011 11:28","Alto (> 8 mts)",200,"Grande",-68.86225,-32.89221,5,"Residencial Sur",2423809,0
"13257",20328,"lamo criollo","13/05/2011 11:26","Alto (> 8 mts)",107,"Grande",-68.86223,-32.89214,5,"Residencial Sur",2423809,0
"13258",20329,"lamo criollo","13/05/2011 11:24","Alto (> 8 mts)",260,"Grande",-68.86221,-32.89205,5,"Residencial Sur",2423809,0
"13259",20331,"lamo criollo","13/05/2011 11:18","Alto (> 8 mts)",220,"Grande",-68.86216,-32.89175,5,"Residencial Sur",2423809,0
"13260",20332,"lamo criollo","13/05/2011 11:13","Alto (> 8 mts)",80,"Grande",-68.86214,-32.89168,5,"Residencial Sur",2423809,0
"13261",20333,"lamo criollo","13/05/2011 11:11","Alto (> 8 mts)",280,"Grande",-68.86211,-32.89153,5,"Residencial Sur",2423809,0
"13262",20334,"Morera","13/05/2011 11:08","Alto (> 8 mts)",150,"Grande",-68.8617,-32.89152,5,"Residencial Sur",2423809,1
"13264",20336,"Jacarand","13/05/2011 11:04","Medio (4 - 8 mts)",35,"Mediano",-68.8615,-32.89152,5,"Residencial Sur",2423809,0
"13265",20340,"Paraiso","13/05/2011 10:58","Alto (> 8 mts)",155,"Grande",-68.86124,-32.89152,5,"Residencial Sur",2423809,0
"13266",20341,"Jacarand","13/05/2011 10:50","Medio (4 - 8 mts)",23,"Mediano",-68.86043,-32.89155,5,"Residencial Sur",2423809,0
"13267",20342,"Olmo comun","13/05/2011 10:47","Alto (> 8 mts)",94,"Grande",-68.86043,-32.89164,5,"Residencial Sur",2423809,0
"13268",20343,"Morera","13/05/2011 10:45","Alto (> 8 mts)",160,"Grande",-68.86043,-32.89182,5,"Residencial Sur",2423809,1
"13269",20345,"Morera","13/05/2011 10:37","Alto (> 8 mts)",115,"Grande",-68.86042,-32.89204,5,"Residencial Sur",2423809,1
"13270",20346,"Morera","13/05/2011 10:35","Alto (> 8 mts)",87,"Grande",-68.86042,-32.89209,5,"Residencial Sur",2423809,0
"13274",20353,"Morera","26/05/2011 09:59","Alto (> 8 mts)",130,"Grande",-68.86057,-32.89366,5,"Residencial Sur",2423809,1
"13275",20354,"Fresno europeo","26/05/2011 09:55","Medio (4 - 8 mts)",20,"Chico",-68.86058,-32.89371,5,"Residencial Sur",2423809,0
"13276",20356,"Morera","26/05/2011 09:51","Alto (> 8 mts)",108,"Grande",-68.8606,-32.89381,5,"Residencial Sur",2423809,1
"13277",20357,"Morera","26/05/2011 09:48","Alto (> 8 mts)",128,"Grande",-68.86061,-32.89386,5,"Residencial Sur",2423809,0
"13278",20358,"Morera","26/05/2011 09:46","Alto (> 8 mts)",130,"Grande",-68.86061,-32.89392,5,"Residencial Sur",2423809,0
"13282",20365,"Morera","24/05/2011 13:23","Alto (> 8 mts)",145,"Grande",-68.86068,-32.89437,5,"Residencial Sur",2423809,0
"13284",20369,"Fresno europeo","24/05/2011 13:15","Alto (> 8 mts)",86,"Grande",-68.86075,-32.89453,5,"Residencial Sur",2423809,0
"13285",20370,"Pltano","24/05/2011 12:42","Alto (> 8 mts)",127,"Grande",-68.8609,-32.8945,5,"Residencial Sur",2423809,0
"13286",20371,"Pltano","24/05/2011 12:39","Alto (> 8 mts)",148,"Grande",-68.86113,-32.89445,5,"Residencial Sur",2423809,0
"13288",20374,"Fresno europeo","24/05/2011 12:31","Medio (4 - 8 mts)",83,"Grande",-68.86148,-32.89439,5,"Residencial Sur",2423809,0
"13289",20375,"Prunas","24/05/2011 12:30","Muy bajo (1 - 2 mts)",16,"Chico",-68.8615,-32.89407,5,"Residencial Sur",2423809,0
"13290",20377,"Fresno americano","24/05/2011 12:26","Alto (> 8 mts)",60,"Mediano",-68.86154,-32.89421,5,"Residencial Sur",2423809,0
"13291",20380,"Fresno europeo","24/05/2011 10:10","Alto (> 8 mts)",94,"Grande",-68.86175,-32.89435,5,"Residencial Sur",2423809,0
"13292",20383,"Acacia SP","24/05/2011 10:04","Muy bajo (1 - 2 mts)",8,"Chico",-68.86202,-32.89429,5,"Residencial Sur",2423809,0
"13293",20384,"Fresno europeo","24/05/2011 10:03","Alto (> 8 mts)",102,"Grande",-68.86208,-32.89428,5,"Residencial Sur",2423809,0
"13294",20385,"Morera","24/05/2011 10:02","Alto (> 8 mts)",148,"Grande",-68.86219,-32.89426,5,"Residencial Sur",2423809,0
"13295",20390,"Morera","24/05/2011 09:26","Alto (> 8 mts)",116,"Grande",-68.86261,-32.89406,5,"Residencial Sur",2423809,0
"13297",20394,"Morera","24/05/2011 09:19","Alto (> 8 mts)",160,"Grande",-68.86253,-32.89363,5,"Residencial Sur",2423809,1
"13298",20395,"Morera","24/05/2011 08:52","Muy bajo (1 - 2 mts)",12,"Chico",-68.86248,-32.8934,5,"Residencial Sur",2423809,0
"13299",20396,"Prunas","24/05/2011 08:51","Medio (4 - 8 mts)",20,"Chico",-68.86246,-32.89334,5,"Residencial Sur",2423809,0
"13300",20397,"lamo criollo","24/05/2011 08:48","Alto (> 8 mts)",210,"Grande",-68.86245,-32.89328,5,"Residencial Sur",2423809,0
"13301",20398,"Prunas","23/05/2011 14:09","Medio (4 - 8 mts)",38,"Mediano",-68.86228,-32.89327,5,"Residencial Sur",2423809,0
"13303",20400,"Prunas","23/05/2011 14:07","Medio (4 - 8 mts)",48,"Mediano",-68.86218,-32.89329,5,"Residencial Sur",2423809,0
"13304",20401,"Prunas","23/05/2011 14:04","Medio (4 - 8 mts)",57,"Mediano",-68.86211,-32.8933,5,"Residencial Sur",2423809,0
"13305",20402,"Morera","23/05/2011 14:03","Medio (4 - 8 mts)",22,"Mediano",-68.86202,-32.89331,5,"Residencial Sur",2423809,0
"13306",20404,"Morera","23/05/2011 14:00","Alto (> 8 mts)",170,"Grande",-68.86185,-32.89335,5,"Residencial Sur",2423809,1
"13308",20407,"Morera","23/05/2011 13:56","Alto (> 8 mts)",180,"Grande",-68.8616,-32.8934,5,"Residencial Sur",2423809,0
"13310",20409,"Fresno europeo","23/05/2011 13:49","Medio (4 - 8 mts)",18,"Chico",-68.86141,-32.89343,5,"Residencial Sur",2423809,0
"13311",20410,"Fresno europeo","23/05/2011 13:47","Medio (4 - 8 mts)",66,"Grande",-68.86131,-32.89345,5,"Residencial Sur",2423809,0
"13312",20411,"Pltano","23/05/2011 13:46","Alto (> 8 mts)",170,"Grande",-68.86126,-32.89346,5,"Residencial Sur",2423809,0
"13314",20414,"Morera","23/05/2011 11:39","Alto (> 8 mts)",123,"Grande",-68.86089,-32.89353,5,"Residencial Sur",2423809,1
"13315",20415,"Morera","23/05/2011 11:37","Alto (> 8 mts)",123,"Grande",-68.86082,-32.89354,5,"Residencial Sur",2423809,1
"13316",20416,"Morera","23/05/2011 11:35","Alto (> 8 mts)",123,"Grande",-68.86068,-32.89356,5,"Residencial Sur",2423809,1
"13317",20417,"Pltano","23/05/2011 11:33","Alto (> 8 mts)",131,"Grande",-68.86063,-32.89357,5,"Residencial Sur",2423809,0
"13318",20418,"Liquidambar","17/05/2011 11:40","Medio (4 - 8 mts)",40,"Mediano",-68.86063,-32.89344,5,"Residencial Sur",2423809,0
"13319",20421,"Morera","17/05/2011 11:34","Alto (> 8 mts)",97,"Grande",-68.86101,-32.89338,5,"Residencial Sur",2423809,0
"13320",20423,"Acacia SP","17/05/2011 11:27","Medio (4 - 8 mts)",74,"Grande",-68.86126,-32.89333,5,"Residencial Sur",2423809,0
"13321",20424,"Pltano","17/05/2011 11:25","Alto (> 8 mts)",180,"Grande",-68.86135,-32.89332,5,"Residencial Sur",2423809,0
"13322",20425,"Fresno europeo","17/05/2011 11:19","Medio (4 - 8 mts)",28,"Mediano",-68.86147,-32.8933,5,"Residencial Sur",2423809,0
"13323",20426,"Morera","17/05/2011 11:14","Alto (> 8 mts)",145,"Grande",-68.86156,-32.89328,5,"Residencial Sur",2423809,1
"13324",20428,"Morera","17/05/2011 11:11","Alto (> 8 mts)",77,"Grande",-68.86174,-32.89325,5,"Residencial Sur",2423809,0
"13325",20429,"Acacia SP","17/05/2011 11:07","Medio (4 - 8 mts)",65,"Grande",-68.8618,-32.89324,5,"Residencial Sur",2423809,0
"13326",20430,"Pltano","17/05/2011 11:06","Alto (> 8 mts)",210,"Grande",-68.86187,-32.89323,5,"Residencial Sur",2423809,0
"13327",20431,"Pltano","17/05/2011 11:03","Alto (> 8 mts)",220,"Grande",-68.86196,-32.89321,5,"Residencial Sur",2423809,0
"13328",20432,"Pltano","17/05/2011 11:00","Alto (> 8 mts)",178,"Grande",-68.86204,-32.89319,5,"Residencial Sur",2423809,1
"13329",20433,"Morera","17/05/2011 10:54","Alto (> 8 mts)",133,"Grande",-68.86215,-32.89318,5,"Residencial Sur",2423809,0
"13330",20434,"Fresno europeo","17/05/2011 10:51","Alto (> 8 mts)",102,"Grande",-68.86227,-32.89316,5,"Residencial Sur",2423809,0
"13331",20435,"lamo criollo","17/05/2011 10:44","Alto (> 8 mts)",175,"Grande",-68.86241,-32.89305,5,"Residencial Sur",2423809,0
"13332",20439,"Morera","17/05/2011 10:37","Alto (> 8 mts)",102,"Grande",-68.86235,-32.89272,5,"Residencial Sur",2423809,0
"13334",20443,"Fresno europeo","17/05/2011 10:28","Bajo (2 - 4 mts)",12,"Chico",-68.86182,-32.89268,5,"Residencial Sur",2423809,0
"13335",20444,"Morera","17/05/2011 10:26","Alto (> 8 mts)",120,"Grande",-68.86176,-32.89267,5,"Residencial Sur",2423809,0
"13336",20445,"Acer","17/05/2011 10:23","Alto (> 8 mts)",112,"Grande",-68.86168,-32.89267,5,"Residencial Sur",2423809,0
"13337",20449,"Pltano","17/05/2011 10:05","Alto (> 8 mts)",168,"Grande",-68.86131,-32.89266,5,"Residencial Sur",2423809,0
"13338",20451,"Fresno europeo","17/05/2011 09:59","Alto (> 8 mts)",101,"Grande",-68.8611,-32.89265,5,"Residencial Sur",2423809,0
"13339",20452,"Pltano","17/05/2011 09:57","Alto (> 8 mts)",200,"Grande",-68.86104,-32.89265,5,"Residencial Sur",2423809,0
"13340",20454,"Fresno europeo","17/05/2011 09:54","Alto (> 8 mts)",108,"Grande",-68.86083,-32.89264,5,"Residencial Sur",2423809,0
"13341",20455,"Fresno europeo","17/05/2011 09:50","Medio (4 - 8 mts)",50,"Mediano",-68.86078,-32.89264,5,"Residencial Sur",2423809,0
"13342",20456,"Morera","17/05/2011 09:48","Medio (4 - 8 mts)",104,"Grande",-68.8607,-32.89263,5,"Residencial Sur",2423809,0
"13343",20457,"Fresno europeo","17/05/2011 09:44","Medio (4 - 8 mts)",67,"Grande",-68.86057,-32.89263,5,"Residencial Sur",2423809,0
